date,year,day.year,radiation,wind.speed,wind.direction,max.wind,mean.temp,max.temp,min.temp,mean.humidity,max.humidity,min.humidity,precipitation
4/18/2016,2016,109,672.3,3.014294593,348,15.16469857,17.38888889,23,10.44444444,14,24,9,0
4/19/2016,2016,110,652.3,2.535736482,259,15.57489124,19,25.44444444,10.11111111,17,35,11,0
4/20/2016,2016,111,670.1,3.449347421,266,11.08141703,20.94444444,26.05555556,15.77777778,12,17,8,0
4/21/2016,2016,112,648.1,3.188315724,208,17.25916718,21,25.5,13.16666667,12,20,9,0
4/22/2016,2016,113,660.8,5.438160348,246,29.19825979,20,25.61111111,11.05555556,18,58,9,0
4/23/2016,2016,114,690.5,9.328775637,284,38.96208825,13.55555556,17.72222222,7.555555556,23,60,12,0
4/24/2016,2016,115,572.3,6.40770665,262,26.88626476,16.16666667,21.38888889,9.277777778,22,45,11,0
4/25/2016,2016,116,652.1,9.925419515,286,30.42262275,9.555555556,13.72222222,6.277777778,35,59,14,0
4/26/2016,2016,117,658.8,5.873213176,277,25.47545059,12.44444444,18.44444444,5.833333333,29,40,19,0
4/27/2016,2016,118,613.9,6.482287135,278,26.97327533,14.27777778,19.44444444,8.444444444,26,52,15,0
4/28/2016,2016,119,625.4,7.197016781,286,25.11497825,10.94444444,16.33333333,5.722222222,50,77,26,0
4/29/2016,2016,120,636.3,6.264760721,291,24.25108763,15,19.88888889,10,32,51,18,0
4/30/2016,2016,121,367.7,7.669359851,319,34.19515227,10,12.72222222,7.666666667,65,84,41,2.032
